OBJ_ID,Permit number - API,Well Type,Well Status,Well_GIS_Status,County,Township,Company,Well_OP_Address,Well_CompanyPHONE,Elevation,DU_ACRES,Well_WH_LAT,Well_WH_LONG,Well Latitude,Well Longitude,Well_BH_LAT,Well_BH_LONG,Bottom Hole Latitude,Bottom Hole Longitude,Slant,Well_ProposedFormations,Well Name,Well Number,Well_IP_GAS,Well_IP_OIL,Well_Total_Depth,Well_Date_Approved,Well_Date_Complete,Well_Date_Plugged,Producing Formation,SecondProdFormation,DeepestFormation,Well_PDF_Link,GeoPhysLogs,Utica_Shale,Marcellus_Shale,MapSymble,Well_Well_Status,Well_Operator,Well_Lease_Name,Well_Location_ID,WELL_TYP,Well_CompanyADDR1,Well_CompanyADDR2,Well_CompanyCITY,Well_CompanyZIP1,Heel Longitude,Heel Latitude,Last_Inspection_Date,Last_Nonzero_Production_Year,Last_Production_Quarter,Orphan Well Program Status,x,y,lat_rad,lon_rad,lat_delta,is_horizontal,years_since_approved,age_category,prod_change
102195,34089200000000.0,Plugged oil,Final Restoration,Drilled,LICKING,PERRY,ROMINE DARRELL L,"7387 ROMINE RD NE FRAZEYSBURG, OH 43822",7408283534,962.0,0.0,40.16050095,-82.21051864,40.160569,-82.210386,,,,,V,BEREA,CULLISON J M & LILLY     1,1,0.0,2.0,776.0,2013-10-07 00:00:00,1953-06-02,2014-12-30 00:00:00,BEREA SANDSTONE,,BEREA SANDSTONE,089\34089209140000.pdf,,0,0,pl_oil,FR,ROMINE DARRELL L,CULLISON J M & LILLY,34089200000000.0,OG_R,7387 ROMINE RD NE,,FRAZEYSBURG,43822,,,2015-10-06,2010.0,0/2014,,2049450.86,787077.2512,0.7009341585243667,-1.434841915035451,,0,12.0,11–20,0.0
138713,34111600000000.0,Unknown status,Unknown status,Unknown,MONROE,SENECA,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,893.0,,39.79960641,-81.27684098,39.799678,-81.276677,,,0.0,0.0,V,,BRISTER JOHN 3,3,,,,,1900-01-02,,1ST COW RUN SANDSTONE,,,111\34111637340000.pdf,,0,0,unknown,UN,HISTORIC OWNER,BRISTER JOHN,34111600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2312205.733,657809.6455,0.6946354223335517,-1.4185456187299474,39.799678,1,,,0.0
77418,34073200000000.0,Plugged gas,Final Restoration,Drilled,HOCKING,WARD,QUAKER STATE OIL REF CORP,"***5200 STONEHAM RD NORTH CANTON, OH 44720",3304991660,750.0,165.0,39.51241272,-82.19557116,39.512482,-82.195441,,,0.0,0.0,V,,SUNDAY CREEK COAL COMPANY # 95,95,20.0,0.0,3417.0,1989-04-25 00:00:00,1984-03-30,1989-05-25 00:00:00,CLINTON GROUP,,CLINTON SAND,073\34073229440000.pdf,,0,0,pl_gas,FR,QUAKER STATE OIL REF CORP,SUNDAY CREEK COAL CO,34073200000000.0,OG_R,***5200 STONEHAM RD,,NORTH CANTON,44720,,,,1988.0,0/1988,,2054424.407,551016.4388,0.689622906534994,-1.4345810755787405,39.512482,1,36.0,21–40,0.0
8814,34005200000000.0,Oil and gas,Producing,Producing,ASHLAND,LAKE,HARLEY DRILLING & PRODUCING LTD,"9955 Avon Lake Road Burbank, OH 44214",+1 (330) 948-1054,962.0,90.0,40.68072071,-82.15885288,40.680636,-82.158693,,,,,V,BEREA,YOUNG REV LIVING TRUST     14,14,5500.0,7.0,,2011-12-09 00:00:00,2012-03-09,,BEREA SANDSTONE,,OHIO SHALE,nowellcard.htm,,0,0,oil_gas,PR,HARLEY DRILLING & PRODUCING LTD,YOUNG REV LIVING TRUST,34005200000000.0,OG_R,9955 Avon Lake Road,,Burbank,44214,,,2024-08-27,2024.0,0/2024,,2063183.442,976612.9161,0.710011040005336,-1.4339397019852176,,0,14.0,11–20,36.0
105719,34089200000000.0,Plugged oil,Final Restoration,Drilled,LICKING,PERRY,NETHERS GARY L,"9228 Swisher Road Northeast Newark, OH 43055",+1 (740) 345-8979,996.0,21.93000031,40.14654545,-82.26201909,40.146613,-82.261889,,,0.0,0.0,V,BEREA,PATTON     3,3,0.0,0.0,0.0,2018-11-19 00:00:00,1900-01-02,2019-09-06 00:00:00,,,,089\34089244960000.pdf,,0,0,pl_oil,FR,NETHERS GARY L,PATTON,34089200000000.0,OG_R,9228 Swisher Road Northeast,,Newark,43055,,,2020-02-25,2018.0,0/2019,,2035068.549,781950.9579,0.7006905803739583,-1.4357408119601056,40.146613,1,7.0,6–10,-6.0
170280,34121600000000.0,Plugged oil and gas,Plugged and Abandoned,Drilled,NOBLE,JEFFERSON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,949.0,,39.65506878,-81.4619746,39.655142,-81.461819,,,,,V,,HARPER MILLER & BLAKE 3,3,,,,,1900-01-02,1949-08-03 00:00:00,,,,121\34121620380000.pdf,,0,0,pl_oil_gas,PA,HISTORIC OWNER,HARPER MILLER & BLAKE,34121600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2260795.887,604514.1754,0.6921127932458891,-1.4217769562136746,,0,,,0.0
98122,34083600000000.0,Plugged gas,Plugged and Abandoned,Drilled,KNOX,MILFORD,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1089.0,38.0,40.27000823,-82.58083172,40.270071,-82.58072,,,0.0,0.0,V,,HOLLISTER HATTIE 1,1,490.0,,2112.0,,1907-09-12,1909-12-18 00:00:00,CLINTON SAND,,,083\34083615900000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,HOLLISTER HATTIE,34083600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1945973.342,826850.6939,0.7028453289618855,-1.4413054626675317,40.270071,1,,,0.0
128130,34105600000000.0,Plugged gas,Plugged and Abandoned,Drilled,MEIGS,BEDFORD,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,837.0,,39.1420473,-82.05918341,39.142123,-82.059048,,,0.0,0.0,V,,HUNTER WM 1,1,527.0,,1706.0,,1929-08-23,1945-07-23 00:00:00,BEREA SANDSTONE,,BEREA SANDSTONE,105\34105600520000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,HUNTER WM,34105600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2093563.056,416284.2687,0.6831589225706004,-1.432200568652068,39.142123,1,,,0.0
157818,34119200000000.0,Oil and gas,Producing,Producing,MUSKINGUM,BLUE ROCK,J M ADAMS  ROUSTABOUT & PIPELINE CONSTRUCTION INC.,"61388 KA-DON DRIVE NEW CONCORD, OH 43762",7404395978,940.0,10.0,39.7815241,-81.85163983,39.781594,-81.851496,,,0.0,0.0,V,,BETZ,3,40.0,1.0,1581.0,1982-11-01 00:00:00,1979-02-01,,BEREA SANDSTONE,,BEREA SANDSTONE,119\34119246370000.pdf,Paper,0,0,oil_gas,PR,J M ADAMS  ROUSTABOUT & PIPELINE CONSTRUCTION INC.,BETZ,34119200000000.0,OG_R,61388 KA-DON DRIVE,,NEW CONCORD,43762,,,2015-08-25,2024.0,0/2024,,2150755.478,649548.6217,0.694319796991621,-1.4285781028829685,39.781594,1,43.0,40+,0.0
171069,34121600000000.0,Oil,Unknown status,Unknown,NOBLE,OLIVE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,854.0,,39.71036827,-81.49337476,39.710441,-81.49322,,,,,V,,CUNNINGHAM AL 8,8,,,,,1900-01-02,,MACKSBURG 700',,,121\34121628330000.pdf,,0,0,oil,UN,HISTORIC OWNER,CUNNINGHAM AL,34121600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2251730.853,624555.3508,0.6930779428689496,-1.4223250070520932,,0,,,0.0
149928,34117200000000.0,Dry hole,Plugged and Abandoned,Drilled,MORROW,GILEAD,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1103.0,,40.55338851,-82.8414994,40.553448,-82.841402,,,0.0,0.0,V,,GEO STRAIT CONST CO 2,2,,,3284.0,1964-02-21 17:07:00,1964-03-03,,,,TREMPEALEAU FORMATION,117\34117210100000.pdf,Paper,0,0,dry,PA,HISTORIC OWNER,GEO STRAIT CONST CO,34117200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,2015-03-02,,,,1873614.979,930267.7788,0.7077911906363095,-1.4458552218682157,40.553448,1,61.0,40+,0.0
141792,34115200000000.0,Dry hole with gas show,Plugged and Abandoned,Drilled,MORGAN,HOMER,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,697.0,162.0,39.48221122,-81.9992344,39.482283,-81.999099,,,0.0,0.0,V,,WAGONER WM K,1,,,1252.0,1958-06-20 15:32:00,1958-07-04,1958-06-09 00:00:00,,,2ND BEREA SAND,115\34115209350000.pdf,,0,0,dry_gasshow,PA,HISTORIC OWNER,WAGONER WM K,34115200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2109878.403,540264.2258,0.6890958345541843,-1.4311542612187897,39.482283,1,67.0,40+,0.0
181404,34127600000000.0,Oil,Unknown status,Unknown,PERRY,JACKSON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,847.0,,39.72442363,-82.29269767,39.724492,-82.29257,,,0.0,0.0,V,,,,,,,,1900-01-02,,,,,nowellcard.htm,,0,0,oil,UN,HISTORIC OWNER,,34127600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2026844.33,628161.4935,0.6933231790821472,-1.43627629642791,39.724492,1,,,0.0
180215,34127600000000.0,Plugged gas,Plugged and Abandoned,Drilled,PERRY,HARRISON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,909.0,,39.76757589,-82.13547126,39.767644,-82.135338,,,0.0,0.0,V,,MAY JAMES & WATT CLYDE 1,1,680.0,,3497.0,,1929-04-07,1967-12-08 00:00:00,CLINTON SAND,,CLINTON SAND,127\34127606210000.pdf,,0,0,pl_gas,PA,HISTORIC OWNER,MAY JAMES & WATT CLYDE,34127600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2071005.683,644019.7515,0.6940763235609678,-1.4335320803384144,39.767644,1,,,0.0
52590,34051200000000.0,Dry hole,Plugged and Abandoned,Drilled,FULTON,GORHAM,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,724.0,40.0,41.65300906,-84.24905032,41.65306,-84.248998,,,0.0,0.0,V,,SMITH GLOYD 1,1,,,297.0,,1900-01-02,1955-06-08 00:00:00,,,BIG LIME,051\34051200100000.pdf,,0,0,dry,PA,HISTORIC OWNER,SMITH GLOYD,34051200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1490197.431,1335532.651,0.7269830405307494,-1.4704224066061176,41.65306,1,,,0.0
236411,34169300000000.0,Oil and gas,Producing,Producing,WAYNE,WOOSTER,KENOIL LLC,"P O BOX 1085 WOOSTER, OH 44691",3302637890,904.0,47.31999969,40.75706295,-81.97997197,40.757039,-81.979596,,,,,V,CLINTON/TREMPEALEAU,MILLER/MCCLURE     2,2,50.0,10.0,5470.0,2000-04-10 00:00:00,2000-06-04,,CLINTON SAND,,TREMPEALEAU FORMATION,nowellcard.htm,Paper,0,0,oil_gas,PR,KENOIL LLC,MILLER/MCCLURE,34169300000000.0,OG_R,P O BOX 1085,,WOOSTER,44691,,,2025-04-09,2024.0,0/2024,,2112706.598,1004691.332,0.7113445239137371,-1.4308138696547734,,0,25.0,21–40,0.0
114759,34099200000000.0,Expired permit,Permit Expired,,MAHONING,BERLIN,VIKING RESOURCES LLC,"3500 MASSILLON ROAD SUITE 400 UNIONTOWN, OH 44685",3306544343,1042.0,40.0,41.02249172,-80.97055036,41.02255,-80.970363,,,0.0,0.0,V,,DVORACEK UNIT # 1,1,0.0,0.0,0.0,1982-11-01 00:00:00,,,,,,099\34099215310000.pdf,,0,0,ex_permit,EX,VIKING RESOURCES LLC,DVORACEK UNIT,34099200000000.0,OG_R,3500 MASSILLON ROAD SUITE 400,,UNIONTOWN,44685,,,2008-02-07,,,,2390713.176,1104616.305,0.7159785650639999,-1.4131994308849936,41.02255,1,43.0,40+,0.0
157559,34119200000000.0,Oil and gas,Producing,Producing,MUSKINGUM,HIGHLAND,ST CLAIR CHARLES AND HELEN,"5795 FRIENDSHIP DRIVE CONCORD, OH 43762",7408264949,1070.0,56.0,40.05133154,-81.74560175,40.051404,-81.745452,,,0.0,0.0,V,,C ST CLAIR # 1,1,1000.0,5.0,4775.0,1978-08-23 12:35:00,1978-09-02,,CLINTON GROUP,,QUEENSTON FORMATION,119\34119243780000.pdf,Paper,0,0,oil_gas,PR,ST CLAIR CHARLES AND HELEN,ST CLAIR C,34119200000000.0,OG_R,5795 FRIENDSHIP DRIVE,,CONCORD,43762,,,2008-05-21,2001.0,0/2001,,2179736.147,748061.3709,0.699028869846427,-1.4267272859309836,40.051404,1,47.0,40+,0.0
224409,34167300000000.0,Gas,Producing,Producing,WASHINGTON,NEWPORT,HEINRICH ENTERPRISES INC DBA WASHINGTON OPERATIONS,"P O BOX 305 RENO, OH 45773",7403735302,760.0,40.0,39.42051011,-81.33096616,39.420585,-81.330805,,,,,V,OHIO SHALE THRU MEDINA,BOWERSOCK WILLIAM     3,3,50.0,,7122.0,2018-06-25 00:00:00,2005-09-25,,CLINTON SAND,CLINTON SAND,QUEENSTON FORMATION,nowellcard.htm,Paper.tif,0,0,gas,PR,HEINRICH ENTERPRISES INC DBA WASHINGTON OPERATIONS,BOWERSOCK WILLIAM,34167300000000.0,OG_R,P O BOX 305,,RENO,45773,,,2014-08-29,2024.0,0/2024,,2298786.616,519538.2639,0.6880190013122889,-1.4194903305474666,,0,7.0,6–10,23.0
40785,34031200000000.0,Plugged oil and gas,Final Restoration,Drilled,COSHOCTON,PERRY,McDONALD DALE E,"18436 MCKEE HILL ROAD FRAZEYSBURG, OH 43822",+1 (740) 828-3330,848.0,0.0,40.23813441,-82.15329547,40.238204,-82.153161,,,0.0,0.0,V,CLINTON,HAINES RICHARD     1,1,130.0,0.0,3053.0,2007-12-07 00:00:00,1941-12-10,2008-07-25 00:00:00,CLINTON SAND,,CLINTON SAND,031\34031238360000.pdf,,0,0,pl_oil_gas,FR,McDONALD DALE E,HAINES RICHARD,34031200000000.0,OG_R,18436 MCKEE HILL ROAD,,FRAZEYSBURG,43822,,,2009-05-11,2006.0,0/2006,,2065337.278,815416.7929,0.7022891448891524,-1.4338431503709972,40.238204,1,18.0,11–20,-18.0
125186,34105200000000.0,Plugged oil,Plugged and Abandoned,Drilled,MEIGS,BEDFORD,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,755.0,,39.10446037,-81.97113474,39.104538,-81.970996,,,0.0,0.0,V,,SPENCER ALBERT 1,1,,1.0,1710.0,,1948-01-06,1961-02-03 00:00:00,BEREA SANDSTONE,,BEREA SANDSTONE,105\34105208300000.pdf,,0,0,pl_oil,PA,HISTORIC OWNER,SPENCER ALBERT,34105200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2118616.346,402729.7453,0.6825029405712383,-1.4306637713391017,39.104538,1,,,0.0
136040,34111600000000.0,Plugged oil,Plugged and Abandoned,Drilled,MONROE,BETHEL,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,836.0,,39.65724172,-81.24680244,39.657315,-81.246638,,,0.0,0.0,V,,LINDAMOOD LEASE 11,11,,1.0,1212.0,,1911-01-01,1952-02-13 00:00:00,MAXTON SAND,,COAL - GENERIC,111\34111609940000.pdf,,0,0,pl_oil,PA,HISTORIC OWNER,LINDAMOOD LEASE,34111600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2321364.732,606074.3304,0.692150719250535,-1.4180213392759409,39.657315,1,,,0.0
97785,34083600000000.0,Gas,Well Drilled,Drilled,KNOX,JACKSON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1163.0,,40.2980198,-82.19622815,40.298088,-82.196098,,,0.0,0.0,V,,VEATCH LETTA 6,6,83.0,,949.0,,1938-09-23,,BEREA SANDSTONE,,BEREA SANDSTONE,083\34083612480000.pdf,,0,0,gas,DR,HISTORIC OWNER,VEATCH LETTA,34083600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,Traditional Program Assessing,2053275.911,837190.5955,0.7033343178584167,-1.4345925423919261,40.298088,1,,,0.0
80426,34073600000000.0,Dry hole,Plugged and Abandoned,Drilled,HOCKING,WASHINGTON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,877.0,,39.42520735,-82.43319342,39.425276,-82.433071,,,0.0,0.0,V,,RHEINSCHILD HW& BERTHA 1,1,,,2813.0,,1918-02-06,1918-02-28 00:00:00,,,,073\34073623580000.pdf,,0,0,dry,PA,HISTORIC OWNER,RHEINSCHILD HW& BERTHA,34073600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1987406.075,519115.519,0.6881008747074999,-1.4387285014802547,39.425276,1,,,0.0
165574,34121200000000.0,Plugged oil and gas,Final Restoration,Drilled,NOBLE,BUFFALO,W P BROWN ENTERPRISES INC,"57051 Marietta Road BYESVILLE, OH 43723",+1 (740) 801-1900,900.0,54.0,39.88795716,-81.55684812,39.888029,-81.556694,,,0.0,0.0,V,,NAU # 1,1,600.0,5.0,5400.0,1992-06-25 00:00:00,1978-07-31,1992-10-13 00:00:00,CLINTON GROUP,,CLINTON SAND,121\34121220280000.pdf,Paper,0,0,pl_oil_gas,FR,W P BROWN ENTERPRISES INC,NAU R,34121200000000.0,OG_R,57051 Marietta Road,,BYESVILLE,43723,,,,1989.0,0/1991,,2233199.038,689047.1726,0.6961774381809813,-1.4234328373415042,39.888029,1,33.0,21–40,0.0
15538,34007600000000.0,Dry hole,Plugged and Abandoned,Drilled,ASHTABULA,JEFFERSON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,869.0,,41.78325894,-80.77327928,41.783314,-80.773086,,,0.0,0.0,V,,BARCHANOWICZ STELLA,,,,2100.0,,1900-01-02,,,,,007\34007601340000.pdf,,0,0,dry,PA,HISTORIC OWNER,BARCHANOWICZ STELLA,34007600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2439855.571,1382908.297,0.7292564016946419,-1.4097562976965365,41.783314,1,,,0.0
79646,34073600000000.0,Unknown status,Permit Expired,,HOCKING,STARR,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,777.0,,39.458722,-82.3563955,39.458791,-82.35627,,,0.0,0.0,V,,,,,,,,,,,,,nowellcard.htm,,0,0,unknown,EX,HISTORIC OWNER,,34073600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2009081.344,531347.9063,0.6886858218063058,-1.4373880711614304,39.458791,1,,,0.0
179253,34127300000000.0,Plugged oil and gas,Final Restoration,Drilled,PERRY,MADISON,OXFORD OIL,"PO BOX 910 ZANESVILLE, OH 43702",7404524503,960.0,40.0,39.91024916,-82.20518319,39.910317,-82.20505,,,0.0,0.0,V,,BEARDMORE ROY     J-1,J-1,0.0,0.0,5277.0,1994-07-19 00:00:00,1993-11-02,1994-09-01 00:00:00,BEEKMANTOWN DOLOMITE,BEEKMANTOWN DOLOMITE,ROSE RUN SANDSTONE,127\34127270720000.pdf,Paper.tif,0,0,pl_oil_gas,FR,OXFORD OIL,BEARDMORE ROY,34127300000000.0,OG_R,PO BOX 910,,ZANESVILLE,43702,,,,2006.0,0/2006,,2051240.115,695918.5637,0.6965664371646657,-1.4347487842665645,39.910317,1,31.0,21–40,0.0
148343,34115600000000.0,Oil,Unknown status,Unknown,MORGAN,WINDSOR,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,758.0,,39.51630708,-81.80740073,39.516379,-81.807258,,,0.0,0.0,V,,,,,,,,1900-01-02,,,,,nowellcard.htm,,0,0,oil,UN,HISTORIC OWNER,,34115600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2163928.991,553040.5952,0.6896909220159443,-1.4278060041284715,39.516379,1,,,0.0
167810,34121200000000.0,Oil and gas,Producing,Producing,NOBLE,WAYNE,DIVERSIFIED PRODUCTION LLC,"4150 Belden Village St NW Canton, OH 44718",+1 (330) 896-8510,1130.0,58.02999878,39.94676703,-81.34566666,39.946838,-81.345504,,,,,V,BEREA THRU ORISKANY,MUFFET GEORGE     1,1,50.0,1.0,4350.0,2009-05-05 00:00:00,2009-11-10,,BEREA SANDSTONE,FIFTH SAND,OHIO SHALE,nowellcard.htm,Paper,0,0,oil_gas,PR,DIVERSIFIED PRODUCTION LLC,MUFFET GEORGE,34121200000000.0,OG_R,4150 Belden Village St NW,,Canton,44718,,,2020-05-18,2024.0,0/2024,,2292183.781,711156.3518,0.6972038488607866,-1.4197468764942176,,0,16.0,11–20,0.0
200066,34153200000000.0,Gas storage,Storage Well,Storage,SUMMIT,FRANKLIN,DOMINION EAST OHIO,"7015 FREEDOM AVE NW NORTH CANTON, OH 44720",800-535-3000,1062.0,17.0,40.9461539,-81.54497855,40.946329,-81.544788,,,0.0,0.0,V,,STRICKLAND     3-2469,3,,,4149.0,1968-04-04 11:13:00,1968-04-21,,CLINTON SAND,,PACKER SHELL,153\34153204330000.pdf,Paper,0,0,storage,SW,DOMINION EAST OHIO,JETT N & M,34153200000000.0,GS_R,7015 FREEDOM AVE NW,,NORTH CANTON,44720,,,2025-03-06,,0/2008,,2232460.904,1074656.164,0.7146482576548372,-1.4232250384407616,40.946329,1,57.0,40+,0.0
175336,34127200000000.0,Plugged oil with gas show,Final Restoration,Drilled,PERRY,JACKSON,CGAS EXPLORATION,"300 CAPITOL ST SUITE 700 SUITE 700 CHARLESTON, WV 25301",3043435505,1055.0,40.0,39.66968255,-82.27069333,39.669751,-82.270565,,,0.0,0.0,V,,SIDWELL BROTHERS # 10,10,1.0,1.0,3228.0,1983-09-20 00:00:00,1972-04-15,1983-09-27 00:00:00,CLINTON SAND,,CLINTON SAND,127\34127231390000.pdf,,0,0,pl_oil_gasshow,FR,CGAS EXPLORATION,SIDWELL BROS,34127200000000.0,OG_R,300 CAPITOL ST SUITE 700,SUITE 700,CHARLESTON,25301,,,,1973.0,0/1973,,2033084.379,608237.1689,0.692367768396313,-1.4358922367260087,39.669751,1,42.0,40+,0.0
143227,34115200000000.0,Oil and gas,Producing,Producing,MORGAN,MALTA,WILSON JAY - AZOG INC,"7037 STATE ROUTE 37 MALTA, OH 43758",7409622185,835.0,14.0,39.65372952,-81.8834422,39.6538,-81.883301,,,0.0,0.0,V,,BROCK ROBERT/ROSALIE,1,0.0,0.0,1475.0,1981-04-16 17:01:00,1981-03-21,,BEREA SANDSTONE,,,115\34115223780000.pdf,Paper,0,0,oil_gas,PR,WILSON JAY - AZOG INC,BROCK ROBERT & ROSALIE,34115200000000.0,OG_R,7037 STATE ROUTE 37,,MALTA,43758,,,,2024.0,0/2024,,2142135.057,602937.9666,0.6920893709273274,-1.4291332048515655,39.6538,1,44.0,40+,51.0
155531,34119200000000.0,Gas,Producing,Producing,MUSKINGUM,MUSKINGUM,GENESIS RESOURCES LLC,"3901 BRISCOE RUN ROAD SUITE 9 PARKERSBURG, WV 26104",3049173702,815.0,,40.07055663,-81.98639147,40.070625,-81.986249,,,0.0,0.0,V,,LINHARDT 1 2 (I),1,2110.0,0.0,3743.0,1970-06-25 00:00:00,1970-07-28,,CLINTON SAND,,CLINTON SAND,119\34119223480000.pdf,Paper,0,0,gas,PR,GENESIS RESOURCES LLC,LINHARDT CARL,34119200000000.0,OG_R,3901 BRISCOE RUN ROAD SUITE 9,,PARKERSBURG,26104,,,2021-02-26,2014.0,0/2019,,2112285.948,754589.8932,0.6993643395819528,-1.4309299864099085,40.070625,1,55.0,40+,-10.0
129953,34107600000000.0,Plugged oil,Plugged and Abandoned,Drilled,MERCER,UNION,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,831.0,20.0,40.67888255,-84.48342977,40.67893,-84.483384,,,0.0,0.0,V,,AUSBAUGH FP 2,2,,1.0,1200.0,,1900-01-02,1959-07-27 00:00:00,TRENTON LIMESTONE,,TRENTON LIMESTONE,107\34107605130000.pdf,,0,0,pl_oil,PA,HISTORIC OWNER,AUSBAUGH FP,34107600000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1418310.199,981854.9833,0.7099812646882969,-1.4745132140266972,40.67893,1,,,0.0
62086,34063200000000.0,Dry hole,Plugged and Abandoned,Drilled,HANCOCK,JACKSON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,833.0,120.0,40.93616084,-83.60253717,40.936215,-83.602467,,,0.0,0.0,V,,BUTLER 1,1,,,2326.0,1962-03-09 11:52:00,1962-04-01,1962-04-04 00:00:00,,,CONASAUGA FORMATION,063\34063201180000.pdf,Paper.tif,0,0,dry,PA,HISTORIC OWNER,BUTLER BURDETTE,34063200000000.0,OG_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,1663803.899,1071433.954,0.7144717350542905,-1.4591383119399062,40.936215,1,63.0,40+,0.0
214108,34163200000000.0,Plugged gas,Final Restoration,Drilled,VINTON,CLINTON,ALTHEIRS OIL INC,"140 W MAIN ST P O BOX 415 P O BOX 415 CORNING, OH 43730",7403474335,865.0,40.0,39.16979089,-82.45767455,39.169863,-82.457553,,,0.0,0.0,V,,JAY MAR # 4,4,0.0,0.0,3062.0,1991-05-21 00:00:00,1979-04-17,1991-06-25 00:00:00,CLINTON SAND,,CLINTON SAND,163\34163203940000.pdf,Paper,0,0,pl_gas,FR,ALTHEIRS OIL INC,JAY MAR COAL CO,34163200000000.0,OG_R,140 W MAIN ST P O BOX 415,P O BOX 415,CORNING,43730,,,,,0/1990,,1980534.14,426084.9935,0.6836430769051036,-1.4391557929877279,39.169863,1,34.0,21–40,0.0
87314,34075600000000.0,Dry hole,Plugged and Abandoned,Drilled,HOLMES,RICHLAND,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1181.0,,40.5173181,-82.11480679,40.517382,-82.114683,,,0.0,0.0,V,,,,,,,,1900-01-02,,,,,nowellcard.htm,,0,0,dry,PA,HISTORIC OWNER,,34075600000000.0,UN_R,"2045 Morse Rd., Bldg F-2",,COLUMBUS,43229,,,,,,,2075646.215,917175.635,0.707161720188285,-1.4331715825814149,40.517382,1,,,0.0
