OBJ_ID,Permit number - API,Well Type,Well Status,Well_GIS_Status,County,Township,Company,Well_OP_Address,Well_CompanyPHONE,Elevation,DU_ACRES,Well_WH_LAT,Well_WH_LONG,Well Latitude,Well Longitude,Well_BH_LAT,Well_BH_LONG,Bottom Hole Latitude,Bottom Hole Longitude,Slant,Well_ProposedFormations,Well Name,Well Number,Well_IP_GAS,Well_IP_OIL,Well_Total_Depth,Well_Date_Approved,Well_Date_Complete,Well_Date_Plugged,Producing Formation,SecondProdFormation,DeepestFormation,Well_PDF_Link,GeoPhysLogs,Utica_Shale,Marcellus_Shale,MapSymble,Well_Well_Status,Well_Operator,Well_Lease_Name,Well_Location_ID,WELL_TYP,Well_CompanyADDR1,Well_CompanyADDR2,Well_CompanyCITY,Well_CompanyZIP1,Toe Longitude,Toe Latitude,Heel Longitude,Heel Latitude,OWPS Description,Last_Inspection_Date,Last_Nonzero_Production_Year,Last_Production_Quarter,Orphan Well Program Status,x,y
28094,3.40176E+13,Gas,Well Drilled,Drilled,BUTLER,LEMON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,667,NA,39.50770851,-84.41481499,39.507766,-84.414758,NA,NA,0,0,V,NA,AT MIDDLETOWN 1,1,10,NA,1060,NA,1/1/1900 0:00,NA,TRENTON LIMESTONE,NA,TRENTON LIMESTONE,017\34017600060000.pdf,NA,0,0,gas,DR,HISTORIC OWNER,AT MIDDLETOWN,3.40176E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428297.542,554881.4974
178654,3.41273E+13,Expired permit,Permit Expired,NA,PERRY,JACKSON,HOPEWELL OIL & GAS DEVELOPMENT COMPANY,"1763 HICKORY HILL DRIVE COLUMBUS, OH 43228",6145712039,830,20,39.71458926,-82.28049879,39.714658,-82.280371,NA,NA,0,0,V,NA,BEULAH COMSTOCK # 6,6,0,0,0,10/9/1984 0:00,NA,NA,NA,NA,NA,127\34127264650000.pdf,NA,0,0,ex_permit,EX,HOPEWELL OIL & GAS DEVELOPMENT COMPANY,COMSTOCK BEULAH,3.41273E+13,OG_R,1763 HICKORY HILL DRIVE,NA,COLUMBUS,43228,NA,NA,NA,NA,NA,NA,NA,NA,NA,2030284.278,624587.5706
19526,3.40096E+13,Oil,Producing,Producing,ATHENS,ALEXANDER,Brick Service and Sales Inc,"215 1st Street Port Washington, OH 43837",+1 (330) 907-4612,0,NA,39.28204847,-82.15033338,39.282122,-82.150201,NA,NA,0,0,V,NA,PENROD     11,11,NA,1,NA,NA,1/1/1930 0:00,NA,BEREA SANDSTONE,NA,NA,009\34009600390000.pdf,NA,0,0,oil,PR,Brick Service and Sales Inc,PENROD SARAH E ET AL,3.40096E+13,OG_R,215 1st Street,NA,Port Washington,43837,NA,NA,NA,NA,NA,11/2/2022 0:00,2020,0/2022,NA,2067512.811,467160.4182
158456,3.41193E+13,Plugged gas,Final Restoration,Drilled,MUSKINGUM,MEIGS,LANDPROVEST INC,"***PO BOX 858 CAMBRIDGE, OH 43725",7404392759,990,40,39.78469093,-81.72251307,39.784763,-81.722365,NA,NA,0,0,V,NA,ITOL REED # 1-80,Jan-80,200,0,5198,12/8/1989 0:00,7/20/1980 0:00,1/8/1990 0:00,CLINTON SAND,NA,MEDINA SAND,119\34119252750000.pdf,Paper,0,0,pl_gas,FR,LANDPROVEST INC,REED,3.41193E+13,OG_R,***PO BOX 858,NA,CAMBRIDGE,43725,NA,NA,NA,NA,NA,10/29/2015 0:00,1989,0/1991,NA,2187035.673,650989.4964
60911,3.40596E+13,Plugged oil and gas,Plugged and Abandoned,Drilled,GUERNSEY,ADAMS,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,928,40,40.02881548,-81.66528338,40.028888,-81.665131,NA,NA,0,0,V,NA,JULES ANNA M 1,1,1173,NA,3383,NA,7/27/1926 0:00,8/5/1929 0:00,ORISKANY SANDSTONE,NA,ORISKANY SANDSTONE,059\34059600750000.pdf,NA,0,0,pl_oil_gas,PA,HISTORIC OWNER,JULES ANNA M,3.40596E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2202297.283,740057.2845
10550,3.40056E+13,Oil and gas,Producing,Producing,ASHLAND,PERRY,FAWN RESOURCES LLC,"314 S NINTH STE 2 ST CLAIR, MI 48079",8104331150,1080,111,40.83283374,-82.14838343,40.832891,-82.14826,NA,NA,NA,NA,V,BEREA,ROBISON C L     30,30,0,0,728,6/16/2005 0:00,7/20/1955 0:00,NA,NA,NA,NA,005\34005617920000.pdf,NA,0,0,oil_gas,PR,FAWN RESOURCES LLC,ROBISON C L,3.40056E+13,OG_R,314 S NINTH STE 2,NA,ST CLAIR,48079,NA,NA,NA,NA,NA,NA,2013,0/2018,NA,2065861.562,1032107.688
233992,3.41692E+13,Plugged oil and gas,Final Restoration,Drilled,WAYNE,FRANKLIN,DERBY OIL & GAS CORP,"56335 BLUEBELL PO BOX 160 CUMBERLAND, OH 43732",7404524568,1070,20,40.71484753,-81.93635512,40.714905,-81.93622,NA,NA,0,0,V,NA,BRICKER # 8,8,0,0,3835,6/3/1987 0:00,10/20/1981 0:00,7/14/1987 0:00,CLINTON SAND,NA,QUEENSTON FORMATION,169\34169228970000.pdf,Paper,0,0,pl_oil_gas,FR,DERBY OIL & GAS CORP,BRICKER,3.41692E+13,OG_R,56335 BLUEBELL PO BOX 160,NA,CUMBERLAND,43732,NA,NA,NA,NA,NA,NA,1986,0/1986,NA,2124822.022,989409.6992
28357,3.40192E+13,Oil,Producing,Producing,CARROLL,ROSE,DOVER ATWOOD CORP.,"1861 HARSH AVE SE  MASSILLON, OH 44646",3308090630,1110,80,40.63602375,-81.25504133,40.636085,-81.254872,NA,NA,0,0,V,NA,SOMMER MARGARET E.,1,0,32,5358,12/8/1966 0:00,1/27/1967 0:00,NA,NA,NA,STRAY CLINTON,019\34019202770000.pdf,Paper,0,0,oil,PR,DOVER ATWOOD CORP.,SOMMER MARGARET E,3.40192E+13,OG_R,1861 HARSH AVE SE,NA,MASSILLON,44646,NA,NA,NA,NA,NA,2/21/2017 0:00,2024,0/2024,NA,2314130.033,962582.8316
55349,3.40552E+13,Gas,Producing,Producing,GEAUGA,BURTON,DIMICK JAMES D,"15719 CLARIDON-TROY RD BURTON, OH 44021",4408341413,1175,40,41.44139613,-81.13533191,41.44145,-81.135153,NA,NA,0,0,V,NA,ROBLEY-THOREN # 1-2982,Jan-82,2000,0,4168,8/7/1987 0:00,8/29/1987 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,055\34055214830000.pdf,Paper,0,0,gas,PR,DIMICK JAMES D,ROBLEY-THOREN,3.40552E+13,OG_R,15719 CLARIDON-TROY RD,NA,BURTON,44021,NA,NA,NA,NA,NA,NA,1992,0/1992,NA,2342923.214,1256572.319
126090,3.41052E+13,Expired permit,Permit Expired,NA,MEIGS,SCIPIO,ORWIG OIL COMPANY INC,"6620 Anchor Loop Bradenton, FL 34212",+1 (614) 370-6206,945,10,39.10910003,-82.09578693,39.109176,-82.095653,NA,NA,0,0,V,NA,ARNOLD DANNY,1,0,0,0,4/26/1978 0:00,NA,NA,NA,NA,NA,105\34105217520000.pdf,NA,0,0,ex_permit,EX,ORWIG OIL COMPANY INC,ARNOLD DANNY,3.41052E+13,OG_R,6620 Anchor Loop,NA,Bradenton,34212,NA,NA,NA,NA,NA,NA,NA,NA,NA,2083234.931,404236.1182
4099,3.40036E+13,Oil,Unknown status,Unknown,ALLEN,SHAWNEE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,851,NA,40.67980647,-84.16418705,40.679856,-84.164136,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,oil,UN,HISTORIC OWNER,NA,3.40036E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506864.676,980403.6939
135498,3.41116E+13,Oil,Unknown status,Unknown,MONROE,BETHEL,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,918,NA,39.61205147,-81.25004139,39.612125,-81.249877,NA,NA,0,0,V,NA,LANGRY SADIE M 1,1,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,111\34111604470000.pdf,NA,0,0,oil,UN,HISTORIC OWNER,LANGRY SADIE M,3.41116E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320680.774,589603.1143
130874,3.41112E+13,Expired permit,Permit Expired,NA,MONROE,SUMMIT,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1047,NA,39.7647675,-81.24036842,39.76484,-81.240203,NA,NA,0,0,V,NA,HOOD ROBERT 1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,111\34111207930000.pdf,NA,0,0,ex_permit,EX,HISTORIC OWNER,HOOD ROBERT,3.41112E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2322629.88,645261.7691
55172,3.40552E+13,Oil and gas,Producing,Producing,GEAUGA,HUNTSBURG,DIVERSIFIED PRODUCTION LLC,"4150 Belden Village St NW Canton, OH 44718",+1 (330) 896-8510,1230,20,41.54455833,-81.08577984,41.544612,-81.0856,NA,NA,0,0,V,NA,L. PODOJIL # 1,1,120,1,4105,10/10/1985 0:00,10/18/1985 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,055\34055213050000.pdf,Paper,0,0,oil_gas,PR,DIVERSIFIED PRODUCTION LLC,PODOJIL L,3.40552E+13,OG_R,4150 Belden Village St NW,NA,Canton,44718,NA,NA,NA,NA,NA,4/20/2018 0:00,2024,0/2024,NA,2355927.026,1294390.376
72737,3.40676E+13,Plugged oil,Plugged and Abandoned,Drilled,HARRISON,GREEN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1155,NA,40.28543733,-80.95775179,40.285505,-80.957568,NA,NA,0,0,V,NA,BRICKER JOHN 16,16,NA,1,1470,NA,1/2/1900 0:00,NA,BEREA SANDSTONE,NA,BEREA SANDSTONE,067\34067607780000.pdf,NA,0,0,pl_oil,PA,HISTORIC OWNER,BRICKER JOHN,3.40676E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2398832.024,836139.0792
13789,3.40072E+13,Expired permit,Permit Expired,NA,ASHTABULA,LENOX,STRATEGIC OIL CO,"***200 TREATS RD AURORA, OH 44202",2164640110,1025,24,41.6496218,-80.74857736,41.649677,-80.748382,NA,NA,0,0,V,NA,HATCHER WELL # 2,2,0,0,0,11/14/1984 0:00,NA,NA,NA,NA,NA,007\34007229570000.pdf,NA,0,0,ex_permit,EX,STRATEGIC OIL CO,HATCHER ETAL,3.40072E+13,OG_R,***200 TREATS RD,NA,AURORA,44202,NA,NA,NA,NA,NA,NA,NA,NA,NA,2447542.905,1334313.144
228837,3.41676E+13,Plugged oil,Plugged and Abandoned,Drilled,WASHINGTON,NEWPORT,SHELLY MATERIALS INC,"PO BOX 266 THORNVILLE, OH 43076",7402466315,625,0,39.3509017,-81.33933788,39.350977,-81.339177,NA,NA,0,0,V,COWRUN,GOODMAN J F     7,7,NA,1,631,9/21/2001 0:00,1/2/1900 0:00,10/3/2001 0:00,NA,NA,1ST COW RUN SANDSTONE,167\34167644070000.pdf,NA,0,0,pl_oil,PA,SHELLY MATERIALS INC,GOODMAN J F,3.41676E+13,OG_R,PO BOX 266,NA,THORNVILLE,43076,NA,NA,NA,NA,NA,NA,NA,NA,NA,2296747.651,494156.9308
166706,3.41212E+13,Plugged gas,Final Restoration,Drilled,NOBLE,ENOCH,ALLIANCE PETROLEUM CORPORATION,"4150 BELDEN VILLAGE AVE NW STE 410 STE 410 CANTON, OH 44718",3304930440,920,40,39.69091292,-81.4139388,39.690986,-81.413781,NA,NA,0,0,V,CLINTON/MEDINA,STATE OF OHIO     2,2,100,0,6353,9/20/2006 0:00,7/24/1984 0:00,6/15/2007 0:00,CLINTON SAND,CLINTON SAND,QUEENSTON FORMATION,121\34121231600000.pdf,Paper,0,0,pl_gas,FR,ALLIANCE PETROLEUM CORPORATION,STATE OF OHIO,3.41212E+13,OG_R,4150 BELDEN VILLAGE AVE NW STE 410,STE 410,CANTON,44718,NA,NA,NA,NA,NA,8/21/2007 0:00,2005,0/2005,NA,2274163.113,617728.3904
166456,3.41212E+13,Plugged gas,Final Restoration,Drilled,NOBLE,SHARON,YEI INC,"4770 INDIANOLA AVE COLUMBUS, OH 43214",6148889588,980,40,39.68038896,-81.57924944,39.680462,-81.579098,NA,NA,0,0,V,NA,MURL PICKENPAUGH # 1-6381,1,65,0,5865,8/24/1988 0:00,11/23/1982 0:00,9/29/1988 0:00,CLINTON SAND,NA,QUEENSTON FORMATION,121\34121229100000.pdf,Paper,0,0,pl_gas,FR,YEI INC,PICKENPAUGH MURL,3.41212E+13,OG_R,4770 INDIANOLA AVE,NA,COLUMBUS,43214,NA,NA,NA,NA,NA,NA,1988,0/1988,NA,2227683.595,613378.22
86701,3.40756E+13,Plugged gas,Plugged and Abandoned,Drilled,HOLMES,KILLBUCK,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1060,NA,40.468295,-82.00937649,40.46836,-82.009245,NA,NA,0,0,V,NA,MOHR R 1,1,2,NA,3446,NA,9/25/1925 0:00,7/12/1930 0:00,CLINTON SAND,NA,UNKNOWN,075\34075604910000.pdf,NA,0,0,pl_gas,PA,HISTORIC OWNER,MOHR R,3.40756E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2105062.484,899456.3643
221771,3.41673E+13,Gas,Producing,Producing,WASHINGTON,WARREN,STANDARD OIL CO OF WV,"7018 Charleston Rd  Walton, WV 25286",+1 (843) 209-0962,750,20,39.40797848,-81.52017734,39.408053,-81.520023,NA,NA,0,0,V,NA,FLEMING DONALD     1,1,8,0,2358,11/3/1981 0:00,12/13/1981 0:00,NA,OHIO SHALE,NA,GORDON SAND,167\34167269320000.pdf,Paper,0,0,gas,PR,STANDARD OIL CO OF WV,FLEMING DONALD,3.41673E+13,OG_R,7018 Charleston Rd,NA,Walton,25286,NA,NA,NA,NA,NA,4/2/2009 0:00,2024,0/2024,NA,2245386.144,514337.9433
72809,3.40676E+13,Plugged oil,Plugged and Abandoned,Drilled,HARRISON,GREEN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1163,NA,40.31043092,-80.93460041,40.310498,-80.934415,NA,NA,0,0,V,NA,HEIRS SNYDER 3,3,1,NA,1495,NA,1/2/1900 0:00,NA,BEREA SANDSTONE,NA,BEREA SANDSTONE,067\34067608500000.pdf,NA,0,0,pl_oil,PA,HISTORIC OWNER,HEIRS SNYDER,3.40676E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2405133.105,845354.5267
84116,3.40752E+13,Oil and gas,Producing,Producing,HOLMES,HARDY,DIVERSIFIED PRODUCTION LLC,"4150 Belden Village St NW Canton, OH 44718",+1 (330) 896-8510,1110,125,40.59050911,-81.8722376,40.590571,-81.872099,NA,NA,0,0,V,NA,WEAVER MELVIN,2,0,0,0,10/19/1981 0:00,1/2/1900 0:00,NA,CLINTON SAND,NA,NA,075\34075235050000.pdf,Paper,0,0,oil_gas,PR,DIVERSIFIED PRODUCTION LLC,WEAVER MELVIN,3.40752E+13,OG_R,4150 Belden Village St NW,NA,Canton,44718,NA,NA,NA,NA,NA,3/4/2016 0:00,2016,0/2024,NA,2142915.935,944221.6026
134320,3.41112E+13,Gas,Producing,Producing,MONROE,WASHINGTON,GULFPORT APPALACHIA LLC,"713 Market Drive Oklahoma City, OK 73114",+1 (405) 252-4703,1097,471.4320068,39.66076501,-81.20036409,39.660838,-81.200198,39.65463966,-81.18177691,39.654713,-81.18161,H,UTICA/POINT PLEASANT,WHITACRE ENTERPRISES INC     701 S-6H,701 S-6H,1463,0,15035,12/14/2011 0:00,4/1/2013 0:00,NA,UTICA SHALE,NA,POINT PLEASANT FORMATION,nowellcard.htm,NA,1,0,gas,PR,GULFPORT APPALACHIA LLC,WHITACRE ENTERPRISES INC,3.41112E+13,OG_R,713 Market Drive,NA,Oklahoma City,73114,NA,NA,-81.195865,39.662671,NA,11/30/2020 0:00,2025,Apr-24,NA,2334419.839,607542.2736
44877,3.40316E+13,Oil,Well Drilled,Drilled,COSHOCTON,PIKE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,992,NA,40.22210651,-82.13138565,40.222176,-82.13125,NA,NA,0,0,V,NA,MOORE C E 1,1,NA,NA,3352,NA,8/15/1936 0:00,NA,CLINTON SAND,NA,CLINTON SAND,031\34031606750000.pdf,NA,0,0,oil,DR,HISTORIC OWNER,MOORE C E,3.40316E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,3/15/2018 0:00,NA,0/2016,NA,2071478.632,809601.8088
9358,3.40056E+13,Oil with gas show,Producing,Producing,ASHLAND,JACKSON,DEEP RESOURCES LLC,"P O BOX 98 HOLMESVILLE, OH 44633",3304108659,1129,NA,40.93943592,-82.15892519,40.939492,-82.158803,NA,NA,0,0,V,NA,KORTAN # 6,6,1,38,701,NA,10/28/1947 0:00,NA,BEREA SANDSTONE,NA,BEREA SANDSTONE,005\34005605130000.pdf,Paper,0,0,oil_gasshow,PR,DEEP RESOURCES LLC,KORTAN,3.40056E+13,OG_R,P O BOX 98,NA,HOLMESVILLE,44633,NA,NA,NA,NA,NA,3/16/2015 0:00,2023,0/2023,NA,2062796.478,1070946.358
110120,3.40896E+13,Oil,Unknown status,Unknown,LICKING,PERRY,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,832,NA,40.10749645,-82.24587335,40.107564,-82.245742,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,oil,UN,HISTORIC OWNER,NA,3.40896E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2039622.801,767737.7167
195159,3.41512E+13,Oil,Producing,Producing,STARK,SANDY,OWS ACQUISITION CO LLC,"2321 Energy Dr Louisville, OH 44641",+1 (330) 602-5551,992,40,40.68310981,-81.29930467,40.68317,-81.299137,NA,NA,0,0,V,NA,SPROAT C.R.,3,0,64,5030,8/13/1970 0:00,9/30/1970 0:00,NA,CLINTON SAND,NA,WHITE CLINTON,151\34151221470000.pdf,Paper,0,0,oil,PR,OWS ACQUISITION CO LLC,SPROAT CR,3.41512E+13,OG_R,2321 Energy Dr,NA,Louisville,44641,NA,NA,NA,NA,NA,NA,2024,0/2024,NA,2301615.259,979572.4288
219985,3.41673E+13,Gas,Producing,Producing,WASHINGTON,INDEPENDENCE,PIN OAK ENERGY PARTNERS LLC,"388 SOUTH MAIN ST SUITE 401 AKRON, OH 44311",8887480763,1030,20,39.46708361,-81.22161283,39.467158,-81.221448,NA,NA,0,0,V,NA,ROBERT THEOBALD,5,65,0,3150,11/14/1979 0:00,5/7/1980 0:00,NA,OHIO SHALE,CHAGRIN SHALE MEMBER,OHIO SHALE,167\34167251420000.pdf,Paper,0,0,gas,PR,PIN OAK ENERGY PARTNERS LLC,THEODALD ROBERT,3.41673E+13,OG_R,388 SOUTH MAIN ST SUITE 401,NA,AKRON,44311,NA,NA,NA,NA,NA,10/5/2010 0:00,2024,0/2024,NA,2329436.788,536918.4585
63438,3.40636E+13,Unknown status,Permit Expired,NA,HANCOCK,ALLEN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,794,NA,41.1153471,-83.66710344,41.1154,-83.667036,NA,NA,0,0,V,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,nowellcard.htm,NA,0,0,unknown,EX,HISTORIC OWNER,NA,3.40636E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646803.552,1136961.743
91455,3.40816E+13,Plugged oil,Plugged and Abandoned,Drilled,JEFFERSON,SALINE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1010,NA,40.536824,-80.64615253,40.536889,-80.645949,NA,NA,0,0,V,NA,STRATTON CM 8,8,NA,NA,NA,2/5/1917 17:27,1/2/1900 0:00,NA,BEREA SANDSTONE,NA,NA,081\34081615230000.pdf,NA,0,0,pl_oil,PA,HISTORIC OWNER,STRATTON CM,3.40816E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2483880.747,929346.0086
218896,3.41672E+13,Expired permit,Permit Expired,NA,WASHINGTON,DUNHAM,TENDER EQUITY CORPORATION,"RT 3 BOX 316A 799 MASONIC PARK ROAD 799 MASONIC PARK ROAD MARIETTA, OH 45750",7403737267,830,50,39.34478859,-81.62758571,39.344863,-81.627436,NA,NA,0,0,V,NA,MAYLE RONALD & SHELBA,1,0,0,0,2/6/1978 0:00,NA,NA,NA,NA,NA,167\34167240530000.pdf,NA,0,0,ex_permit,EX,TENDER EQUITY CORPORATION,MAYLE RONALD & SHELBA,3.41672E+13,OG_R,RT 3 BOX 316A 799 MASONIC PARK ROAD,799 MASONIC PARK ROAD,MARIETTA,45750,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215260.697,491012.4132
202053,3.41532E+13,Oil and gas,Producing,Producing,SUMMIT,NORTON,ELLVIE WELLS LLC,"4614 MANCHESTER ROAD NEW FRANKLIN, OH 44319",3306450567,1160,24,41.05246692,-81.67367971,41.052522,-81.673528,NA,NA,0,0,V,NA,VINCENT # 4,4,40,5,3932,12/29/1987 0:00,1/6/1988 0:00,NA,CLINTON SAND,NA,CLINTON SAND,153\34153224420000.pdf,NA,0,0,oil_gas,PR,ELLVIE WELLS LLC,VINCENT,3.41532E+13,OG_R,4614 MANCHESTER ROAD,NA,NEW FRANKLIN,44319,NA,NA,NA,NA,NA,6/30/2015 0:00,2024,0/2024,NA,2196532.039,1113007.877
201796,3.41532E+13,Expired permit,Permit Expired,NA,SUMMIT,FRANKLIN,APPALACHIAN EXPL INC,"1160 SUNNYSIDE PO BOX 550 HARTVILLE, OH 44632",2164995822,1040,20,40.98502848,-81.62964359,40.985084,-81.62949,NA,NA,0,0,V,NA,RAYMOND & ANNA HIMELRIGH # 8,8,0,0,0,3/27/1990 0:00,NA,NA,NA,NA,NA,153\34153221820000.pdf,NA,0,0,ex_permit,EX,APPALACHIAN EXPL INC,HIMELRIGH ANNA & RAYMOND,3.41532E+13,OG_R,1160 SUNNYSIDE PO BOX 550,NA,HARTVILLE,44632,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208919.158,1088543.652
60074,3.40592E+13,Oil and gas,Producing,Producing,GUERNSEY,SPENCER,AM-TEK OIL INC,"100 North Howard Street  Spokane, WA 99201",(509)289-4129,915,41.79999924,39.85296861,-81.60684369,39.8529621,-81.60651747,NA,NA,NA,NA,V,CLINTON,MCCANCE A     1,1,30,5,5418,3/16/2006 0:00,5/27/2006 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,nowellcard.htm,Paper.tif,0,0,oil_gas,PR,AM-TEK OIL INC,MCCANCE A,3.40592E+13,OG_R,100 North Howard Street,NA,Spokane,99201,NA,NA,NA,NA,NA,7/18/2024 0:00,2023,0/2023,NA,2219345.044,676131.8632
155554,3.41192E+13,Plugged gas,Final Restoration,Drilled,MUSKINGUM,MONROE,PREMIER ENERGY CORP,"***407 SOUTH TEJON COLORADO SPRING, CO 80903",NA,1051,40,40.08070505,-81.73161343,40.080776,-81.731461,NA,NA,0,0,V,NA,WILDER     # 1,1,740,0,4731,3/21/1975 0:00,11/2/1970 0:00,2/4/2022 0:00,CLINTON SAND,NA,CLINTON SAND,119\34119223710000.pdf,Paper,0,0,pl_gas,FR,PREMIER ENERGY CORP,WILDER CARL & SOPHIA,3.41192E+13,OG_R,***407 SOUTH TEJON,NA,COLORADO SPRING,80903,NA,NA,NA,NA,NA,10/3/2022 0:00,NA,NA,Traditional Plugged,2183561.774,758794.022
40271,3.40312E+13,Oil and gas,Producing,Producing,COSHOCTON,KEENE,MFC DRILLING INC,"46281 US HWY 36 COSHOCTON, OH 43812",+1 (740) 622-5600,770,486.5,40.30061989,-81.82143832,40.30069,-81.821291,NA,NA,0,0,V,NA,PEW CHESTER C.     1,1,50,10,6251,4/17/1997 0:00,5/5/1997 0:00,NA,CLINTON SAND,ROSE RUN SANDSTONE,TREMPEALEAU FORMATION,031\34031233220000.pdf,Paper.tif,0,0,oil_gas,PR,MFC DRILLING INC,PEW CHESTER C& ONIE B,3.40312E+13,OG_R,46281 US HWY 36,NA,COSHOCTON,43812,NA,NA,NA,NA,NA,2/15/2022 0:00,2024,0/2024,NA,2157822.793,838707.4284
123639,3.41036E+13,Gas,"Field Inspected, Well Not Found",Drilled,MEDINA,LIVERPOOL,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,892,NA,41.22937496,-81.88855299,41.229429,-81.888411,NA,NA,0,0,V,NA,STECK JOHN A 1,1,630,NA,2967,NA,7/20/1928 0:00,NA,CLINTON SAND,NA,CLINTON SAND,103\34103613030000.pdf,NA,0,0,gas,NF,HISTORIC OWNER,STECK JOHN A,3.41036E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,5/29/2018 0:00,NA,NA,NA,2136807.951,1177018.165
133252,3.41112E+13,Expired permit,Permit Expired,NA,MONROE,SUMMIT,G-R CONTRACTING INC,"35479 SR 78 LEWISVILLE, OH 43754",7405673244,880,20,39.73541103,-81.17817997,39.735484,-81.178012,NA,NA,0,0,V,NA,KING # 4,4,0,0,0,4/23/1987 0:00,NA,NA,NA,NA,NA,111\34111232520000.pdf,NA,0,0,ex_permit,EX,G-R CONTRACTING INC,KING,3.41112E+13,OG_R,35479 SR 78,NA,LEWISVILLE,43754,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340267.14,634819.7814
200591,3.41532E+13,Oil and gas,Producing,Producing,SUMMIT,BATH,LANDMARK 4 LLC,"P.O. Box 328 4576 MASSILLON RD Dalton, OH 44618",+1 (216) 970-5233,999,20,41.17589992,-81.64288863,41.175955,-81.642734,NA,NA,0,0,V,NA,FIRESTONE 3-F,3-F,30,5,3585,4/20/1981 0:00,9/17/1981 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,153\34153209600000.pdf,Paper,0,0,oil_gas,PR,LANDMARK 4 LLC,FIRESTONE RAYMOND C,3.41532E+13,OG_R,P.O. Box 328,4576 MASSILLON RD,Dalton,44618,NA,NA,NA,NA,NA,7/21/2025 0:00,2024,0/2024,NA,2204601.036,1158076.416
